text	emotion	language
Това е голям орех, който трябва да се счупи.	2	Bulgarian
Виж, нямам повече какво да ти кажа, ясно?	1	Bulgarian
Ей, виж.	7	Bulgarian
- Постоянно ме съблазняват.	8	Bulgarian
Сложи това.	2	Bulgarian
Чудесно, г-н Хауърд.	5, 8	Bulgarian
От Полхемъс не можеше да се очаква нищо хубаво.	1, 3	Bulgarian
Всичко ще е наред.	2, 5, 8	Bulgarian
Моля ви, моля ви!	5	Bulgarian
Признавате ли го? - Но как?	1	Bulgarian
- Свършен си.	1, 3	Bulgarian
За какво говориш, тя няма близначка, не разбираш ли?	1, 7	Bulgarian
Толкова съжалявал, че трябвало да ме арестува.	6	Bulgarian
- Просто трябва да вземем ключовете!	2	Bulgarian
Мисля, че ще можеш.	8	Bulgarian
Просто съм уморен.	3, 6	Bulgarian
- Е, чака ни голямо обвинение.	4	Bulgarian
Знаеш ли кой беше, Кид?	8	Bulgarian
Боже, свършил е чудесна работа.	5, 7, 8	Bulgarian
Говори! Кажи ми какво стана?	2, 8	Bulgarian
Никой не вини тюлените или теб, Къран.	8	Bulgarian
Този свидетел ще даде показания за чаша.	6, 7	Bulgarian
Какво става, каубой?	2	Bulgarian
Довечера ще пропусна партито.	3, 6	Bulgarian
- Готов.	8	Bulgarian
Интравенозно вливане. Бързо!	7	Bulgarian
Тя наистина е специална.	5	Bulgarian
- Не мисля, че искам да заложа.	8	Bulgarian
Двама мъртъвци право пред нас.	2	Bulgarian
Толкова е красив!	5, 7	Bulgarian
Още само една-две мили.	2	Bulgarian
Тя е виновна.	1	Bulgarian
Мислех, че вие сте единственият му доверен приятел.	7	Bulgarian
Играете страхотно, сестра Инвиолата.	2, 5, 7	Bulgarian
Домът ми.	5	Bulgarian
Давам ти хилядарка.	1, 3	Bulgarian
Мис Болдуин е много добра журналистка.	8	Bulgarian
И вие сте съгласна? - Да!  Вие също!	1, 3	Bulgarian
Че съм забравила какво стана?	1, 2, 6	Bulgarian
Дами и господа...	8	Bulgarian
Добре си прекарваме. Хубаво е.	5	Bulgarian
Режисьор ГАРИ МАРШЪЛ	2, 5	Bulgarian
Не е ли малко рано за коледно пазаруване?	5	Bulgarian
Какво трябва да направя?	1	Bulgarian
Аз обичам да чета.	5	Bulgarian
Хайде, качвай се.	1	Bulgarian
Прав сте. Но не бях аз, сър.	7	Bulgarian
Здрасти! Какво ще правиш довечера?	2	Bulgarian
Изцедил всичките им спестявания, разрушил е стотици животи, и избягал с $200 млн.	1, 3	Bulgarian
През 1990 г. основах Центъра за проучване на извънземен разум, за да образувам дипломатическо ядро за да се направи мирен контакт с тези цивилизации.	2, 8	Bulgarian
Няма начин да се е показала, ако не е мислела, че е в безопасност. особено с детето.	2, 5	Bulgarian
- Лоуъл, съжалявам.	1	Bulgarian
Отец Пиърсън ми каза, че не си удържате ръцете.	6, 7	Bulgarian
Кажи му, че ще си поиграеш върху главата му!	3	Bulgarian
- Чудесна е.	5	Bulgarian
Нека ви кажа нещо...	6	Bulgarian
Петров.	8	Bulgarian
Добре.	1, 2, 3, 4, 5, 7, 8	Bulgarian
Дай ми само един знак.	2, 8	Bulgarian
И знам, че тази планета е по-безопасно място, защото тя я защитава.	8	Bulgarian
Не трябва да си тук, Томи.	1, 6	Bulgarian
Трябва да се срещнем с Групата на чернокожите. Утре.	2, 4	Bulgarian
- Да бе!	2, 7	Bulgarian
Ами, познавам част от момчетата.	5, 7	Bulgarian
Приятно ми е. Колко съм неучтива.	2	Bulgarian
Нали знаеш, че водата е безалкохолна.	2, 3, 8	Bulgarian
Ти ли я уби?	1, 6	Bulgarian
Тук сме за забавление.	2	Bulgarian
Започнете работа. Ще бъде забавно, малко детективска работа да свършим.	2, 5, 8	Bulgarian
Плаках през цялото време.	6	Bulgarian
Мисля, че си глупак.	1, 3	Bulgarian
Кой са те?	2	Bulgarian
Да, но ако го използваме, печелим.	1, 2, 8	Bulgarian
- Залавяй се, синко!	2, 8	Bulgarian
Кажете ми, че не сте шпионин и ще ви обещая нещо в замяна.	1, 2, 7	Bulgarian
Разкарала си някой загубеняк, идва ти да го вържеш за пиано и да го хвърлиш в реката, а той се връща по - бързо от куче при кокал.	1, 3	Bulgarian
Не съм се изповядвала от 3 години.	4	Bulgarian
Той ми е приятел.	5	Bulgarian
Ами ако не мога да го сваля?	4	Bulgarian
а аз ги развях пред носа му и ги махнах.	1, 3, 7	Bulgarian
Също и твоя, и на Даян, и на алкохола.	1	Bulgarian
Дами и господа, добър вечер.	5	Bulgarian
Ще се прибирам вкъщи.	4, 6	Bulgarian
Оценявам търпението ви.	7, 8	Bulgarian
Остави моя човек на мира.	1	Bulgarian
Нямаме ипотека.	6	Bulgarian
- А аз мислех, че ми е дошъл краят.	5	Bulgarian
Виж Джони, искаш ли едно такова? Ако е така защо не отидеш някъде да откраднеш сам.	8	Bulgarian
Не е достатъчно. - Съжалявам, капитане.	1, 3	Bulgarian
Така е в бизнеса.	5, 8	Bulgarian
Запомнил е всичко.	5, 7, 8	Bulgarian
Мисля, че няма повече какво да си кажем за Светата троица.	1, 8	Bulgarian
Нашият капитан ще се пържи в олио.	1, 3, 4	Bulgarian
Съветвате ме да се успокоя, а не ми казвате нищо?	1	Bulgarian
Не е мое!	1	Bulgarian
Обичам, когато прави това.	5, 8	Bulgarian
И всеки ден, откакто си започнал. Обичайното?	2	Bulgarian
Защо мразиш всички?	1, 6, 7, 8	Bulgarian
Той е ненужен! Всички са такива.	4, 6	Bulgarian
Защо си облечен така? - Ще ти обясня всичко.	2, 3, 7	Bulgarian
Мерлин, покажи му го.	2	Bulgarian
- Наистина ли ни е братовчед?	7	Bulgarian
- Аз си имам и ще го използвам. Единия срещу другия.	2	Bulgarian
К- н Куийг изложи кораба и живота на екипажа на опасност.	4	Bulgarian
Мислиш, че участвах за парите ли, Томи?	7	Bulgarian
Имаш ли роднини наоколо?	7	Bulgarian
Няма проблеми. Ще дойда с нашата шейна.	2, 5	Bulgarian
Харви дори не знаеше какво съм направила. Знаеш ли какво?	7	Bulgarian
Но мога и да поръчам най-доброто от тук.	2	Bulgarian
Това съм аз, глупако!	1	Bulgarian
Г-н Тарлоу обърна ли се към някого по име?	2	Bulgarian
Ще потанцуваш ли с мен?	2	Bulgarian
По-добре ли ви стана?	6	Bulgarian
Това е тя, нали?	2	Bulgarian
Ти си ми шеф, това е.	3	Bulgarian
- Никакво.	1	Bulgarian
Че сме свили един милион нечии чужди пари.	1	Bulgarian
Какво ще правим тук?	1, 4, 7	Bulgarian
Курс по посока на вятъра!	2	Bulgarian
Оставам една седмица.	2	Bulgarian
- Лъже...	1, 8	Bulgarian
Ще се видим довечера.	2, 8	Bulgarian
Буун е с Батхомет.	8	Bulgarian
Чело, тестиси, портфейл и часовник.	2	Bulgarian
Защо точно аз?	4	Bulgarian
След това разбрахме, че това не са били руснаците.	3	Bulgarian
А и ти имам доверие.	8	Bulgarian
В ръководството има хора, чието време вече е изтекло.	3, 6, 7	Bulgarian
Това е между него и мен, никой друг.	1	Bulgarian
Когато са готови със стоката, ще ви се обадят.	2	Bulgarian
Зам. Председател на местните Ваго.	8	Bulgarian
Г- н Акерман?	7	Bulgarian
Не бъди толкова сантиментален, Уили.	1	Bulgarian
Каза, че ще ми предаде... -...ако не му помогна.  - Млъкни, глупак такъв!	7	Bulgarian
Ще те убия, кучко? - Ей!	1	Bulgarian
Измама?	4	Bulgarian
Отстъпих му купето си.	5	Bulgarian
Това е заповед! Защо?  Стария Жълтоивичко трябва да бъде поласкан.	2	Bulgarian
- Контролирам се.	8	Bulgarian
Трай си.	1	Bulgarian
-Не искам да те обиждам,	1	Bulgarian
Мълчах си, за да нямат неприятности. После сгреших и казах на капитана.	6	Bulgarian
Тръгни към центъра.	5	Bulgarian
Нали знаеш, не трябваше да се разпадне в ръцете му.	8	Bulgarian
- Напълно нормално.	8	Bulgarian
Винаги.	2	Bulgarian
Искат президент, когото познават.	8	Bulgarian
Колкото и капки да са ти дали родителите ми, едва ли ти стигат.	6	Bulgarian
- Трябва да ти растат костите.	4	Bulgarian
-Как мина?	2, 6	Bulgarian
Замесени са във всякакви видове организирана престъпност.	4	Bulgarian
Вещица с твоите сили може да бъде много важна придобивка. за някой който ги уважа	8	Bulgarian
Отец Шеймъс лично ви предложи да ви дундурка.	1, 3	Bulgarian
Та това е сестра Юфимия!	1	Bulgarian
Чудовищни документи, превръщащи цивилни в безмозъчни същества.	1	Bulgarian
Тези пари щяха да променят живота ми.	1, 2, 6	Bulgarian
Недей!	1, 4, 6	Bulgarian
Маце ли си търсиш?	2	Bulgarian
Дори не е чувал за к-н Куийг.	7	Bulgarian
И, ъ, аз обичам да изпитвам удоволствие.	2, 5	Bulgarian
Знаеш ли, ще те убият.	4, 7	Bulgarian
Един камион идваше право към мен.	1	Bulgarian
По здравна пътека ли ще е?	7	Bulgarian
- Колко жалко!	1, 3, 7	Bulgarian
Следващият моля?	2	Bulgarian
ОТНОВО ОБЛАДАНА (И къде е Екзорсистът? )	4	Bulgarian
Няма да забравим коя си!	1	Bulgarian
- Заповедта, Кийт.	8	Bulgarian
Това е общество, което би могло да имаме още преди век.	6	Bulgarian
- Помогни ми малко с тези яйца, а?	2, 8	Bulgarian
Моля за почивка...	7	Bulgarian
Също удряше и майка ми.	1, 3, 4	Bulgarian
Няма да ме правите на глупак!	1	Bulgarian
Треперя.	4, 6	Bulgarian
Също така в нашият сувенирен магазин има доста книги за медитацията!	1	Bulgarian
Не мислите ли, че ще свършат работа?	4	Bulgarian
Ако знаеха, посещението нямаше да е такова.	4	Bulgarian
А защо сега не се е свързал с вас?	3, 7	Bulgarian
- Боя се, че пътниците са много.	6	Bulgarian
Когато се събудя, им разказвам какво съм сънувала.	2	Bulgarian
Държа я.	2, 8	Bulgarian
Не виждаш ли? Те нямат нужда от теб.	1	Bulgarian
Ей, това е.	5, 7	Bulgarian
О Боже, ти си този, който го отвлече.	1, 7	Bulgarian
Правех по 100 бона на месец като произвеждах и продавах метаамфетамини.	5, 8	Bulgarian
-Прибираме се, скъпи.	1, 7	Bulgarian
- А, той само се шегува.	8	Bulgarian
О Боже.	7	Bulgarian
Просто и ясно.	5, 8	Bulgarian
Днес не е ли ден за училище?	7	Bulgarian
Чичо му е участвал в разработката на Лунният модул. който заведе първият човек на Луната.	8	Bulgarian
Ще започнем от кулата за скокове.	2	Bulgarian
- Ей, кога изобщо си го правил?	1	Bulgarian
Райли, той ще те убие! Моля те.	4	Bulgarian
Не, легално.	4, 7	Bulgarian
- Взела си ги, докато спях.	1	Bulgarian
Хей, мога ли да ти помогна?	2, 5	Bulgarian
И така, по кой път сте тръгнали, а...	2	Bulgarian
Грижиш ли се за себе си?	4	Bulgarian
ДА, вероятно е така.	8	Bulgarian
Издърпай я. Готово.	2	Bulgarian
Сега, вие трябва да излетите незабавно!	2, 4	Bulgarian
Ти сам го каза.	8	Bulgarian
- Не. Чудесно.	5	Bulgarian
Ейдриан, какво направих?	1	Bulgarian
Отвън в колата е.	8	Bulgarian
Благодаря, че дойде и че се съгласи на тази среща.	5, 8	Bulgarian
Добър вечер.	5	Bulgarian
Отиваме ли на вечеря?	2	Bulgarian
Не много, но го харесвах.	5, 8	Bulgarian
Не го искам повече.	1, 2, 3	Bulgarian
Червени. Харесват ми.	5	Bulgarian
Какво по...	7	Bulgarian
Чуй това, имаше няколко хард диска в копирния център, които са били на посредника на Пясъчна буря.	7	Bulgarian
Как е училището?	2	Bulgarian
Неизвестен за нас учен твърди, че руснаците изостават много с въоръжаването, че са безсилни да ни навредят.	7	Bulgarian
Къде е този ръкопис? Не е ваша работа.	2	Bulgarian
Ще съжалявам, че не съм, през останалата част от живота ми.	6	Bulgarian
Аполо няма да знае какво го е ударило.	2	Bulgarian
Вдигни си ръцете!	1	Bulgarian
При неприятности - всички в къщата.	4, 7	Bulgarian
О, Джими, няма проблем.	8	Bulgarian
- По-скоро кошмарите ми.	1	Bulgarian
И какво става, след като той се качва на кулата и я спасява?	2	Bulgarian
Какво си ти?	2	Bulgarian
Г- ца Уин ще идва ли с теб?	7	Bulgarian
- Не. Наистина?	5	Bulgarian
Докaто сe опитвaш дa открaдтeш пaритe ми, обeдинeниeто приe офeртaтa нa Мeндосa.	1	Bulgarian
Знаеш ли кога го осъзнах?	7	Bulgarian
Какво искаш да следваш?	2, 8	Bulgarian
Аз трябваше да го торпилирам.	3, 6	Bulgarian
- Може да си е тръгнала по-рано.	7	Bulgarian
Томи, защо го доведе тук?	1, 4, 7	Bulgarian
Чудесно местенце.	5	Bulgarian
Облечи си якето.	1	Bulgarian
Това е единственият ти шанс да получиш отговорите.	1	Bulgarian
Никой не я е молил да се притеснява за мен...	6	Bulgarian
Готов ли си?	2	Bulgarian
Жени се след 30 минути.	7	Bulgarian
Виждам изхода.	5	Bulgarian
-Хайде. Храна.  Нали?	2, 4, 7, 8	Bulgarian
Бих казал с нетърпение.	2	Bulgarian
Исках да се върна в Ню Йорк, но не се надявах да стане.	6	Bulgarian
След тях!	6	Bulgarian
Успехът ми зависи от нея.	8	Bulgarian
Дай ми причина да не го направя.	1	Bulgarian
Най-накрая, скъпа моя, сладка и обичана годеница...	5	Bulgarian
Грижиш ли се себе си?	4	Bulgarian
Хайде, сега ще те науча как се говорят празни приказки.	3	Bulgarian
Може би трябваше да помислиш за това преди да я изпратиш да краде от клиента ми.	1, 3	Bulgarian
Пълен е с мюсюлмански поклонници. Стават за заложници.	4	Bulgarian
Това отмъщение обръща гръб на бъдещето и позволява на миналото да гризе сърцето ви.	3, 4, 6	Bulgarian
Добре че стана така.	5	Bulgarian
- Чакай малко...	1, 2	Bulgarian
Много добре мога да виждам!	1, 2	Bulgarian
Няма да спираме преди Ванкувър.	1	Bulgarian
В тази колиба няма радио или жица, както му викате вие, това знам аз.	1	Bulgarian
Така ли, господинчо?	1	Bulgarian
А в неделя Мери ще ти донесе видеото, няколко касети и цвете.	2	Bulgarian
Благодаря ти, малки приятелю.	5	Bulgarian
В болница си. Хората ще го приемат погрешно.	3	Bulgarian
Не ми изглежда никак добре, Мис Би. Не виждам никакъв изход от ситуацията.	4, 8	Bulgarian
Искам пълен опис на бюджетите ни и всички разходни сметки до утре сутрин.	1	Bulgarian
Чакайте малко!	1, 7	Bulgarian
Кълна се, ако трябва да разрязвам още едно тяло за отвара.	1	Bulgarian
- Отче, това може да ви убие.	4, 8	Bulgarian
Санкт-Петербург не ви интересува, нали?	3	Bulgarian
Какво ти е на ръката?	2, 7	Bulgarian
-Как ще снимаме любовните сцени?	2	Bulgarian
И аз няма да позволя, някой да ги направи за мен. Толкова за старите работи.	6	Bulgarian
Ако искате да знаете, аз бях на фестивала в Уудсток!	1	Bulgarian
Обещай, да не правиш нищо прибързано. - Обещавам.	4, 8	Bulgarian
Сигурно те харесва.	5	Bulgarian
Искам... камион с огромни гуми.	2	Bulgarian
-Остани с мен.	6	Bulgarian
Да пораснеш не е като по филмите, където се осъзнаваш и се променяш.	2, 7	Bulgarian
Хайде, трябва да го предупредим.	4	Bulgarian
Затова се надявах да не съм си изгубил телефона.	4	Bulgarian
И без обещания за присъдата.	3, 6	Bulgarian
Кристин, не мога да свърша...	3, 6	Bulgarian
Ейдриан, какво става тук?	7	Bulgarian
-Знаеш ли, че ухаеш божествено?	2	Bulgarian
Моето образование е юридическо, не медицинско. Простете ми, ако задавам елементарни въпроси.  Няма нищо.	6	Bulgarian
Прав сте.	8	Bulgarian
Добре. Организирай срещата.  Ще ги изслушам.	2	Bulgarian
Нямам? Твоят клиент сложи повреден влак на тези релси, хора умряха и клиента ти е знаел през цялото време, че това може да се случи.	3	Bulgarian
И ти също. Какво?	1, 3	Bulgarian
- Може ли да е обратното?	2, 4	Bulgarian
"Какво означава ""не можеш""?"	1	Bulgarian
Здравейте, сестро.	5, 8	Bulgarian
Избегни удара, Томи!	3, 8	Bulgarian
Ще ми отнеме известно време да проследя всяко нейно придвижване.	8	Bulgarian
Майка ти те заведе в болница защото беше наранен.	7	Bulgarian
Не бъдете носталгичен.	1	Bulgarian
Моля те, Джони.	2, 4, 6	Bulgarian
В мръсната ми униформа е.	3, 6	Bulgarian
Не мога да го направя.	4, 6, 8	Bulgarian
На знака пише ли МБК?	5	Bulgarian
Ако продължим да мислим за това, ще полудеем.	6	Bulgarian
-Виждам. Което и от двете да е, убийство или самоубийство,той си го е заслужил, нали?	1, 3, 5	Bulgarian
- Все още не си получил големите пари.	2, 5	Bulgarian
Ти си сякаш друг.	6	Bulgarian
Или пък ти трябва да внимаваш...	4	Bulgarian
Какво ще правиш там?	7	Bulgarian
Ела с мен.	2	Bulgarian
И няма да има повече престъпления.	5	Bulgarian
Един камион се задаваше по улицата.	1	Bulgarian
Сграбчи я, момче! Сграбчи я!	5	Bulgarian
Още по-добре.	5	Bulgarian
Нямам представа какво направих, за да вбеся един тип, но той реши, че иска да ме убие.	1, 2	Bulgarian
Те държат детето на Адалинд.	4, 6	Bulgarian
Извинете ни за прекъсването.	8	Bulgarian
И почти със сигурност имахме зрелищен успех.	5	Bulgarian
Хайде!	1, 2, 4, 7	Bulgarian
Особено в този екип.	1, 3	Bulgarian
Да, измислих!	5	Bulgarian
Ще отидем ли? - Не мога.	2	Bulgarian
Браян, нали и ти вече не харесваш тази служба?	3	Bulgarian
- Отлично.	2, 5	Bulgarian
Чакай?	1, 2	Bulgarian
Истински главнокомандващ.	8	Bulgarian
- Моят шал. Не!	7	Bulgarian
Но това не ти доставя удоволствие.	6	Bulgarian
Лумис, може ли да разменим две думи насаме?	2, 8	Bulgarian
Прибирайте се бързо на кораба си.	2, 4	Bulgarian
Ако имате да кажете нещо, ще ви изслушам с удоволствие.	8	Bulgarian
Опитвам се да й помогна.	2	Bulgarian
Гледай ти!	2	Bulgarian
С баща ми. - Не с баща ти.  С Комаровски.	1	Bulgarian
И за моя изненада е много по-трудно да ви кажа сбогом, отколкото мислех.	6	Bulgarian
Много се радвам да се запознаем, сестра Юфимия.	5	Bulgarian
Би трябвало да знаеш по-добре. Намерете някой друг, за който да пеете.	1	Bulgarian
Бог знае защо, но те искат тази заплаха.	1, 3	Bulgarian
-Съжалявам, сър.	2, 3, 6, 8	Bulgarian
Какво можеш да направиш?	3	Bulgarian
Решението на спешните проблеми на Земята и дългосрочни проблеми са тук.	2	Bulgarian
Изпратила го е на мен като издател.	1	Bulgarian
Не трябва ли да тръгваме?	1	Bulgarian
Я вижте това!	5	Bulgarian
И специални поздрави за кмет Кузак и отиващата си администрация.	2	Bulgarian
Не, сега си се държа за тревата.	1	Bulgarian
Нищо не разбираш.	1, 6	Bulgarian
Той доведе свой детектив на мястото на Харълд Гриър.	1, 4	Bulgarian
Някакви предложения?	2	Bulgarian
Много от вас ще са изправени пред опасността да загубят местата си.	1	Bulgarian
Измислила си го?	8	Bulgarian
-Вие сте гладни, нали?	5, 8	Bulgarian
Не знам защо питаш.	1, 3	Bulgarian
Ъ, Уилбър, ако-ако пистата не е достатъчно дълга...	4	Bulgarian
Красота.	5, 8	Bulgarian
- Не си търси неприятности.	1	Bulgarian
- Уили, ще се разкайваш за този ден.	1, 3	Bulgarian
Макс. Виждаш ли онзи тип отвън при чужденеца?	1, 3	Bulgarian
Знаеш ли защо не те наех тогава?	2, 8	Bulgarian
Не вреди да се вслушаме в думите на младата дама, нали, Джонсън?	2	Bulgarian
След като няма да излизаме, поръчай ми макарони със сирене и една малка бутилка вино. Не искам да пия много.	2	Bulgarian
Дайте ни пр...	1	Bulgarian
За да си тръгнете по-бързо.	8	Bulgarian
Момчета...	1	Bulgarian
Имаше чувство за хумор.	5, 6	Bulgarian
- Искате да кажете, че за пропускането на една вноска ни превземате?	7	Bulgarian
Той е удовлетворен.	5, 8	Bulgarian
Аз няма да го приема. Това е срещу флотските разпоредби.	1	Bulgarian
Затова и толкова много хора го следват.	5, 8	Bulgarian
Хората там крадат по улиците, от работниците, обират подкупи.	3	Bulgarian
Дай му стотачка.	1, 2	Bulgarian
До утре.	2, 5, 8	Bulgarian
- Проблем ли има?	4	Bulgarian
А аз мразя ножове!	1, 2	Bulgarian
- Скоро ще почнеш да трепериш, Анжи.	4	Bulgarian
Ще повърна!	3	Bulgarian
Той е крадец.	1, 3	Bulgarian
ОК, трябва незабавно да открием бащата на Оливър.	2, 4	Bulgarian
Десет милиона е дори по-добре.	5	Bulgarian
Оставяй ни!	1	Bulgarian
Фекс знае какво прави.	8	Bulgarian
Трудно ще намерите някой, който да ви помогне.	1	Bulgarian
- Доказателствата още се обработват.	1	Bulgarian
Може да е спечелил няколко мача, но никога няма да бъде Роки Балбоа.	1, 3	Bulgarian
- Няма болка.	5	Bulgarian
Мисля, че бяха четири, извънземни на борда.	4	Bulgarian
На ринга виждам само него.	2	Bulgarian
Мисли, че ме познава.	1	Bulgarian
- Знаех си, че ще кажеш това.	3, 5	Bulgarian
Не си имала много облози, след като си грешила само веднъж.	1	Bulgarian
Отпада.	1, 4	Bulgarian
Трябва да се измъкна от тук или друга част от семейството ще умре.	4	Bulgarian
Ще стигнете навреме в Ню Йорк.	2	Bulgarian
O, деца, простете ми!	6	Bulgarian
Благодаря, Франк.	5	Bulgarian
Така стават нещата.	1, 2, 5	Bulgarian
Добре, че не се замеси с нея.	2	Bulgarian
- Може да говори за проблемите с околната среда.	2	Bulgarian
? на хората, които минават ?	6	Bulgarian
Махни се оттук вещицe!	1, 3	Bulgarian
Стискай палци, Джак.	2, 5, 8	Bulgarian
Явно сънувам интересни сънища.	2, 8	Bulgarian
Вие сте такива мили хора.	5	Bulgarian
Вие сте луд.	7	Bulgarian
- Написала съм си домашните.	8	Bulgarian
Познавам няколко приятни дами...	5, 8	Bulgarian
Дa, товa щe e добрe.	5	Bulgarian
Хората на Кейт Болдуин са били готови, но ФСБ е заменило екипа.	1	Bulgarian
Харесвам това.	5, 8	Bulgarian
Ако това е вярно, тогава ние сме били виновни.	2, 4, 6	Bulgarian
-Какво да ядем? За какво ни говори?  -Месо от плъх.	1	Bulgarian
Поздравете от мен чаровната си съпруга.	8	Bulgarian
Кой ви нарече така?	7	Bulgarian
Хей, Джо Не мога да изискам записите без законен клиент.	1	Bulgarian
Трябва ли да сядаме при тях?	3, 4	Bulgarian
Взимам си вана.	2, 5	Bulgarian
С аматьори играеш, а?	3, 6, 7	Bulgarian
Кейн е изрод, плаваща грешка.	8	Bulgarian
И нека огънят потече!	5	Bulgarian
Едно малко момче се нуждае от нашата помощ.	2	Bulgarian
Не, от Изток.	2, 5, 7	Bulgarian
Иди да се подсушиш.	1	Bulgarian
Това е най-страхотното нещо което съм виждала.	5	Bulgarian
Но след това трябва да живееш така.	3, 6	Bulgarian
Моля те, внимавай.	2, 5	Bulgarian
Твой ред е. Хайде.	1, 2, 4, 7	Bulgarian
Да. Против съм.	1	Bulgarian
Той го уби. Мръсния звяр уби детето ми и го изяде!	1	Bulgarian
Искаш ли да погледнеш?	8	Bulgarian
Малките хора се разпознават в теб.	5	Bulgarian
-Сега пък какво, Вини?	3	Bulgarian
Трябва да тръгнем веднага.	4, 6	Bulgarian
Още не съм, но и това ще стане.	2, 8	Bulgarian
Защитата приема, че никой, издигнат да командва боен кораб, не може да е страхливец.	8	Bulgarian
Аз също имам жена и семейство, Дики.	6	Bulgarian
И какво ще ти остане после?	6	Bulgarian
Най-малкото което можем да направим за Ник е да разберем какво можем да направим за Чавез.	6, 8	Bulgarian
Тя няма близначка. Не разбираш ли...	1, 7	Bulgarian
В съня унижощителката е унищожена.	4	Bulgarian
Ето, погледни това.	2	Bulgarian
Та, на почивка ли си или...?	5, 7	Bulgarian
Доколкото разбирам, ще е пълно.	2	Bulgarian
"Повечето от добрите новаци се редят на опашка за ""Обири"" и ""Убийства""."	5	Bulgarian
Разликата е в това, че ако ти си извън картинката, Улф ще се оттегли.	1, 3	Bulgarian
Трябваше да го подкрепим.	6	Bulgarian
Знаеш, че ще стана президент, нали?	1	Bulgarian
Извинете, сър.	4, 7	Bulgarian
Тежко четиво за младеж.	8	Bulgarian
- Какво да чакам? Да убият някого?	1, 3, 4, 6, 7	Bulgarian
Какво направи с тялото?	4, 8	Bulgarian
Добра идея.	5	Bulgarian
Чака те по-добър живот, ако приключиш с това.	2, 8	Bulgarian
- Добре, какво става?	2, 4	Bulgarian
Какво искаш да кажеш? Изплюй камъчето.	1	Bulgarian
"Не си ли спомняте за разговора с лейтенант Хардинг, точно преди напускането му на ""Кейн""?"	2	Bulgarian
Ужасни са.	3	Bulgarian
- Да започнем с писмото.	2	Bulgarian
Благодаря, мамо!	2, 5	Bulgarian
- Кои ги няма?	2	Bulgarian
Знам, че е така.	8	Bulgarian
Ще погледнем ли отново номер 26?	2	Bulgarian
Ако войната продължи 10 години, може да научите разликата между самолети, и морски чайки.	1, 3	Bulgarian
Е, не възнамеряваме да направим играчка, Джонсън.	1	Bulgarian
Джулиет.	5	Bulgarian
Трябваше да те послушам.	6	Bulgarian
Мамо?	4	Bulgarian
Джо, изслушай ме.	2	Bulgarian
Тя е била тази, която ти е дала паспорта да отидеш на Бахамите.	7	Bulgarian
- Млъквай!	1	Bulgarian
Да не ви плаша, но ви се отваря прекрасна възможност за наказание.	7	Bulgarian
Не давай воля на тези емоции, синко.	1, 3	Bulgarian
Ето, това не пасва тук.	1	Bulgarian
За какво? -Това ти е комисионната.	5	Bulgarian
- Виждате това, което виждам и аз.	8	Bulgarian
Закъсняваме.	3, 6	Bulgarian
Остави го.	1, 2	Bulgarian
Подчинихте ли му се?	8	Bulgarian
Какво означава това?	1, 4	Bulgarian
Трябва да е тук!	5	Bulgarian
Мили боже. Но от друга страна те имат някой гадни навици.	3	Bulgarian
Ако не намериш убиеца на Каролин, и двамата сме история.	4	Bulgarian
Докарал ме е някакъв мъж?	2	Bulgarian
Тук сме за забавление. Не го съсипвай.	2	Bulgarian
Трябва да ти кажа нещо, което беше неизбежно.	4, 6	Bulgarian
Очакваме ли някого?	2	Bulgarian
Трябва да се измъкна от тук или останалата част от семейството ми ще умре.	4	Bulgarian
Ще намерят начин да те убият, Буун.	1	Bulgarian
За ваша радост тази сутрин асансьорът работи.	5	Bulgarian
Ние просто караме.	1, 6, 8	Bulgarian
Извинете.	6, 7	Bulgarian
Приятен ден в офиса, скъпи.	5, 8	Bulgarian
Разбра ли.	8	Bulgarian
Ти лъжеш, че събираш пари за Лигата, и общността трябва да се успоки?	1, 3	Bulgarian
Хайде, Чино, събуди се.	1	Bulgarian
Съжалявам да ти го кажа, но ще ми стане лошо.	3, 6	Bulgarian
Справедлив въпрос.	8	Bulgarian
Окажи ми тази чест.	1	Bulgarian
Искaм дa тe питaм нeщо.	2	Bulgarian
-Великолепна.	5	Bulgarian
Човек трябва да си държи на думата.	2, 6, 8	Bulgarian
Ако не го направиш ти, аз ще те отстраня	1, 2	Bulgarian
О, даде ми урок, човек.	8	Bulgarian
Само да си приближил до старицата ми, ще ти отрежа топките, задник.	1, 3	Bulgarian
Вероятно и те сами не знаят.	6, 7	Bulgarian
Малко съм напрегнат заради изпита утре.	2, 4	Bulgarian
И дума да не става, г-н Слейд.	1	Bulgarian
Дай му хинин и престани да се правиш на Флорънс Найтингейл.	1	Bulgarian
Кажи ми какво има, може да мога да ти помогна.	2	Bulgarian
Убеди ме. - Нели Бенин.	8	Bulgarian
Бастиан!	5	Bulgarian
Или да не ходим по заведения. Което значи?	1	Bulgarian
Това е търговски кораб с машинни части.	2, 5	Bulgarian
С тяло и дрехи, пропити с кръв?	4	Bulgarian
- Така е, но... Насред седмицата.	8	Bulgarian
Уендъл и Дарлийн щяха да са тук на сутринта.	6	Bulgarian
С писането на речи.	3	Bulgarian
Не беше ли така?	3	Bulgarian
Разбрано.	5, 8	Bulgarian
Мислех, че съм най-добрият покерджия в света.	6	Bulgarian
Имаш клиент.	2, 8	Bulgarian
